"","country","ISO3","region_name","year","indicator_name","value","unit_of_measure"
"693","Haiti","HTI","Latin America & Caribbean",2016,"Births attended by skilled health staff (% of total)",0.424914002418518,"%"
"694","India","IND","South Asia",2015,"Births attended by skilled health staff (% of total)",0.84339565038681,"%"
"695","Jamaica","JAM","Latin America & Caribbean",2011,"Births attended by skilled health staff (% of total)",0.990765392780304,"%"
"696","Jordan","JOR","Middle East & North Africa",2017,"Births attended by skilled health staff (% of total)",0.997904717922211,"%"
"697","Kazakhstan","KAZ","Europe & Central Asia",2015,"Births attended by skilled health staff (% of total)",0.999655663967133,"%"
"698","Kenya","KEN","Sub-Saharan Africa",2015,"Births attended by skilled health staff (% of total)",0.7509605884552,"%"
"699","Cambodia","KHM","East Asia & Pacific",2014,"Births attended by skilled health staff (% of total)",0.928240418434143,"%"
"700","Lao PDR","LAO","East Asia & Pacific",2017,"Births attended by skilled health staff (% of total)",0.643665552139282,"%"
"701","Sri Lanka","LKA","South Asia",2016,"Births attended by skilled health staff (% of total)",0.995000004768372,"%"
"702","Lesotho","LSO","Sub-Saharan Africa",2014,"Births attended by skilled health staff (% of total)",0.826861321926117,"%"
"703","Maldives","MDV","South Asia",2016,"Births attended by skilled health staff (% of total)",0.997129082679749,"%"
"704","Mexico","MEX","Latin America & Caribbean",2015,"Births attended by skilled health staff (% of total)",0.984491109848022,"%"
"705","North Macedonia","MKD","Europe & Central Asia",2011,"Births attended by skilled health staff (% of total)",0.993288099765778,"%"
"706","Myanmar","MMR","East Asia & Pacific",2015,"Births attended by skilled health staff (% of total)",0.71836256980896,"%"
"707","Mongolia","MNG","East Asia & Pacific",2013,"Births attended by skilled health staff (% of total)",0.988779723644257,"%"
"708","Mauritania","MRT","Sub-Saharan Africa",2015,"Births attended by skilled health staff (% of total)",0.700208187103271,"%"
"709","Namibia","NAM","Sub-Saharan Africa",2013,"Births attended by skilled health staff (% of total)",0.890954077243805,"%"
"710","Niger","NER","Sub-Saharan Africa",2012,"Births attended by skilled health staff (% of total)",0.334100216627121,"%"
"711","Nigeria","NGA","Sub-Saharan Africa",2016,"Births attended by skilled health staff (% of total)",0.430889427661896,"%"
"712","Nepal","NPL","South Asia",2016,"Births attended by skilled health staff (% of total)",0.682794690132141,"%"
"713","Peru","PER","Latin America & Caribbean",2016,"Births attended by skilled health staff (% of total)",0.969478130340576,"%"
"714","Philippines","PHL","East Asia & Pacific",2017,"Births attended by skilled health staff (% of total)",0.818039357662201,"%"
"715","Paraguay","PRY","Latin America & Caribbean",2016,"Births attended by skilled health staff (% of total)",0.955324053764343,"%"
"716","Sudan","SDN","Sub-Saharan Africa",2014,"Births attended by skilled health staff (% of total)",0.780713558197021,"%"
"717","Senegal","SEN","Sub-Saharan Africa",2017,"Births attended by skilled health staff (% of total)",0.666992723941803,"%"
"718","Sierra Leone","SLE","Sub-Saharan Africa",2017,"Births attended by skilled health staff (% of total)",0.814034163951874,"%"
"719","El Salvador","SLV","Latin America & Caribbean",2014,"Births attended by skilled health staff (% of total)",0.977823317050934,"%"
"720","Somalia","SOM","Sub-Saharan Africa",2006,"Births attended by skilled health staff (% of total)",0.335180282592773,"%"
"721","South Sudan","SSD","Sub-Saharan Africa",2010,"Births attended by skilled health staff (% of total)",0.19736835360527,"%"
"722","Sao Tome and Principe","STP","Sub-Saharan Africa",2014,"Births attended by skilled health staff (% of total)",0.929006576538086,"%"
"723","Eswatini","SWZ","Sub-Saharan Africa",2014,"Births attended by skilled health staff (% of total)",0.886307418346405,"%"
"724","Chad","TCD","Sub-Saharan Africa",2014,"Births attended by skilled health staff (% of total)",0.260423839092255,"%"
"725","Togo","TGO","Sub-Saharan Africa",2013,"Births attended by skilled health staff (% of total)",0.614704012870789,"%"
"726","Thailand","THA","East Asia & Pacific",2015,"Births attended by skilled health staff (% of total)",0.992583394050598,"%"
"727","Tajikistan","TJK","Europe & Central Asia",2017,"Births attended by skilled health staff (% of total)",0.942471086978912,"%"
"728","Turkmenistan","TKM","Europe & Central Asia",2015,"Births attended by skilled health staff (% of total)",1,"%"
"729","Timor-Leste","TLS","East Asia & Pacific",2016,"Births attended by skilled health staff (% of total)",0.547594845294952,"%"
"730","Tunisia","TUN","Middle East & North Africa",2011,"Births attended by skilled health staff (% of total)",0.986260533332825,"%"
"731","Tanzania","TZA","Sub-Saharan Africa",2015,"Births attended by skilled health staff (% of total)",0.658639967441559,"%"
"732","Uganda","UGA","Sub-Saharan Africa",2016,"Births attended by skilled health staff (% of total)",0.781633496284485,"%"
"733","Uruguay","URY","Latin America & Caribbean",2012,"Births attended by skilled health staff (% of total)",0.981531023979187,"%"
"734","Venezuela, RB","VEN","Latin America & Caribbean",2000,"Births attended by skilled health staff (% of total)",1,"%"
"735","South Africa","ZAF","Sub-Saharan Africa",2016,"Births attended by skilled health staff (% of total)",0.964230477809906,"%"
"736","Zambia","ZMB","Sub-Saharan Africa",2013,"Births attended by skilled health staff (% of total)",0.687034130096436,"%"
"737","Zimbabwe","ZWE","Sub-Saharan Africa",2015,"Births attended by skilled health staff (% of total)",0.824579894542694,"%"
"738","Angola","AGO","Sub-Saharan Africa",2015,"Prevalence of stunting, height for age (% of children under 5)",0.372614085674286,"%"
"739","Belize","BLZ","Latin America & Caribbean",2015,"Prevalence of stunting, height for age (% of children under 5)",0.149578675627708,"%"
"740","Central African Republic","CAF","Sub-Saharan Africa",2010,"Prevalence of stunting, height for age (% of children under 5)",0.407312452793121,"%"
"741","Cote d'Ivoire","CIV","Sub-Saharan Africa",2016,"Prevalence of stunting, height for age (% of children under 5)",0.215799883008003,"%"
"742","Cameroon","CMR","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.316995888948441,"%"
"743","Congo, Dem. Rep.","COD","Sub-Saharan Africa",2013,"Prevalence of stunting, height for age (% of children under 5)",0.424561381340027,"%"
"744","Congo, Rep.","COG","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.211872160434723,"%"
"745","Cuba","CUB","Latin America & Caribbean",2014,"Prevalence of stunting, height for age (% of children under 5)",0.104982502758503,"%"
"746","Djibouti","DJI","Middle East & North Africa",2006,"Prevalence of stunting, height for age (% of children under 5)",0.326131075620651,"%"
"747","Algeria","DZA","Middle East & North Africa",2012,"Prevalence of stunting, height for age (% of children under 5)",0.116767205297947,"%"
"748","Ethiopia","ETH","Sub-Saharan Africa",2016,"Prevalence of stunting, height for age (% of children under 5)",0.384687185287476,"%"
"749","Gabon","GAB","Sub-Saharan Africa",2012,"Prevalence of stunting, height for age (% of children under 5)",0.160805106163025,"%"
"750","Ghana","GHA","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.17984414100647,"%"
"751","Guinea","GIN","Sub-Saharan Africa",2016,"Prevalence of stunting, height for age (% of children under 5)",0.324204385280609,"%"
"752","Guinea-Bissau","GNB","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.276132494211197,"%"
"753","Equatorial Guinea","GNQ","Sub-Saharan Africa",2000,"Prevalence of stunting, height for age (% of children under 5)",0.429401755332947,"%"
"754","Guatemala","GTM","Latin America & Caribbean",2014,"Prevalence of stunting, height for age (% of children under 5)",0.466261267662048,"%"
"755","Guyana","GUY","Latin America & Caribbean",2014,"Prevalence of stunting, height for age (% of children under 5)",0.120438061654568,"%"
"756","Honduras","HND","Latin America & Caribbean",2011,"Prevalence of stunting, height for age (% of children under 5)",0.226495698094368,"%"
"757","India","IND","South Asia",2015,"Prevalence of stunting, height for age (% of children under 5)",0.383727729320526,"%"
"758","Kazakhstan","KAZ","Europe & Central Asia",2015,"Prevalence of stunting, height for age (% of children under 5)",0.0803583338856697,"%"
"759","Cambodia","KHM","East Asia & Pacific",2014,"Prevalence of stunting, height for age (% of children under 5)",0.319573819637299,"%"
"760","Lao PDR","LAO","East Asia & Pacific",2017,"Prevalence of stunting, height for age (% of children under 5)",0.330201148986816,"%"
"761","St. Lucia","LCA","Latin America & Caribbean",2012,"Prevalence of stunting, height for age (% of children under 5)",0.024961406365037,"%"
"762","Sri Lanka","LKA","South Asia",2016,"Prevalence of stunting, height for age (% of children under 5)",0.172999992966652,"%"
"763","Lesotho","LSO","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.325182914733887,"%"
"764","Mexico","MEX","Latin America & Caribbean",2015,"Prevalence of stunting, height for age (% of children under 5)",0.123769417405128,"%"
"765","North Macedonia","MKD","Europe & Central Asia",2011,"Prevalence of stunting, height for age (% of children under 5)",0.049483522772789,"%"
"766","Myanmar","MMR","East Asia & Pacific",2015,"Prevalence of stunting, height for age (% of children under 5)",0.289149761199951,"%"
"767","Mongolia","MNG","East Asia & Pacific",2013,"Prevalence of stunting, height for age (% of children under 5)",0.108102425932884,"%"
"768","Mauritania","MRT","Sub-Saharan Africa",2015,"Prevalence of stunting, height for age (% of children under 5)",0.2790886759758,"%"
"769","Namibia","NAM","Sub-Saharan Africa",2013,"Prevalence of stunting, height for age (% of children under 5)",0.220306351780891,"%"
"770","Niger","NER","Sub-Saharan Africa",2012,"Prevalence of stunting, height for age (% of children under 5)",0.432352095842361,"%"
"771","Nigeria","NGA","Sub-Saharan Africa",2016,"Prevalence of stunting, height for age (% of children under 5)",0.43571537733078,"%"
"772","Nepal","NPL","South Asia",2016,"Prevalence of stunting, height for age (% of children under 5)",0.355199873447418,"%"
"773","Peru","PER","Latin America & Caribbean",2016,"Prevalence of stunting, height for age (% of children under 5)",0.130662098526955,"%"
"774","Paraguay","PRY","Latin America & Caribbean",2016,"Prevalence of stunting, height for age (% of children under 5)",0.0593653172254562,"%"
"775","Russian Federation","RUS","Europe & Central Asia",2014,"Prevalence of stunting, height for age (% of children under 5)",0.122509695589542,"%"
"776","Sudan","SDN","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.382458657026291,"%"
"777","Sierra Leone","SLE","Sub-Saharan Africa",2017,"Prevalence of stunting, height for age (% of children under 5)",0.263521164655685,"%"
"778","El Salvador","SLV","Latin America & Caribbean",2014,"Prevalence of stunting, height for age (% of children under 5)",0.136484265327454,"%"
"779","Somalia","SOM","Sub-Saharan Africa",2006,"Prevalence of stunting, height for age (% of children under 5)",0.417014330625534,"%"
"780","South Sudan","SSD","Sub-Saharan Africa",2010,"Prevalence of stunting, height for age (% of children under 5)",0.301136344671249,"%"
"781","Sao Tome and Principe","STP","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.17170749604702,"%"
"782","Eswatini","SWZ","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.254906296730042,"%"
"783","Chad","TCD","Sub-Saharan Africa",2014,"Prevalence of stunting, height for age (% of children under 5)",0.396370589733124,"%"
"784","Togo","TGO","Sub-Saharan Africa",2013,"Prevalence of stunting, height for age (% of children under 5)",0.266369014978409,"%"
"785","Thailand","THA","East Asia & Pacific",2015,"Prevalence of stunting, height for age (% of children under 5)",0.0945123881101608,"%"
"786","Turkmenistan","TKM","Europe & Central Asia",2015,"Prevalence of stunting, height for age (% of children under 5)",0.114603489637375,"%"
"787","Tunisia","TUN","Middle East & North Africa",2011,"Prevalence of stunting, height for age (% of children under 5)",0.101314038038254,"%"
"788","Tanzania","TZA","Sub-Saharan Africa",2015,"Prevalence of stunting, height for age (% of children under 5)",0.340865910053253,"%"
"789","Uganda","UGA","Sub-Saharan Africa",2016,"Prevalence of stunting, height for age (% of children under 5)",0.281234681606293,"%"
"790","Zambia","ZMB","Sub-Saharan Africa",2013,"Prevalence of stunting, height for age (% of children under 5)",0.399196207523346,"%"
"791","Zimbabwe","ZWE","Sub-Saharan Africa",2015,"Prevalence of stunting, height for age (% of children under 5)",0.263008058071136,"%"
"792","Afghanistan","AFG","South Asia",2015,"Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)",0.614277541637421,"%"
"793","Angola","AGO","Sub-Saharan Africa",2015,"Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)",0.615731239318848,"%"
"794","Albania","ALB","Europe & Central Asia",2017,"Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)",0.672722458839417,"%"
"795","Burundi","BDI","Sub-Saharan Africa",2016,"Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)",0.550701498985291,"%"
"796","Benin","BEN","Sub-Saharan Africa",2017,"Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)",0.290980756282806,"%"
"797","Central African Republic","CAF","Sub-Saharan Africa",2010,"Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)",0.286572098731995,"%"
"798","Cote d'Ivoire","CIV","Sub-Saharan Africa",2016,"Acute respiratory infections treated (% of children under 5 with cough and rapid breathing)",0.438878118991852,"%"
